Image Name,Predicted Class
033_086+95.jpg,2
130_102+14.jpg,0
199_187+6.jpg,0
077_066+29.jpg,0
003_020+32.jpg,2
032_086+95.jpg,2
015_066+13.jpg,2
021_023+47.jpg,1
079_063+2.jpg,0
088_101+22.jpg,2
020_106+8.jpg,2
005_020+32.jpg,2
044_064+21.jpg,2
334_190+28.jpg,0
059_190+28.jpg,2
165_SV-P+49.jpg,0
063_SV-P+49.jpg,0
038_086+95.jpg,2
039_139+36.jpg,2
129_159+69.jpg,1
009_190+28.jpg,2
121_100+5.jpg,0
071_066+30.jpg,0
014_100+5.jpg,2
064_071+39.jpg,2
008_108+34.jpg,2
069_071+25.jpg,1
042_053+70.jpg,1
027_165+37.jpg,2
103_SV-P+49.jpg,2
124_100+5.jpg,0
056_078+44.jpg,2
039_187+6.jpg,0
004_063+2.jpg,2
086_071+25.jpg,0
003_086+95.jpg,2
054_139+36.jpg,2
236_187+6.jpg,0
165_165+37.jpg,1
070_165+37.jpg,2
015_071+24.jpg,2
119_187+6.jpg,2
085_190+28.jpg,2
066_175+7.jpg,2
024_066+13.jpg,0
026_100+5.jpg,2
001_086+95.jpg,2
038_175+7.jpg,0
084_086+94.jpg,1
092_071+24.jpg,0
022_073+42.jpg,2
009_066+13.jpg,2
136_187+6.jpg,0
028_066+29.jpg,2
057_187+6-ball.jpg,2
017_187+6-ball.jpg,2
193_187+6.jpg,1
043_066+13.jpg,2
191_190+28.jpg,2
113_139+36.jpg,1
074_078+45.jpg,1
033_187+6.jpg,2
131_157+93.jpg,1
140_190+28.jpg,2
005_071+24.jpg,0
004_021+17.jpg,2
008_073+42.jpg,2
160_165+37.jpg,1
042_064+9.jpg,2
303_190+28.jpg,2
014_022+26.jpg,1
077_139+36.jpg,2
164_190+28.jpg,1
335_190+28.jpg,0
031_066+23.jpg,2
048_098+1.jpg,2
009_063+2.jpg,2
049_064+9.jpg,2
MET+3.jpg,1
016_066+29.jpg,2
066_187+6.jpg,2
051_071+24.jpg,2
065_073+42.jpg,1
403_414+63.jpg,1
084_108+34.jpg,2
062_078+45.jpg,2
046_175+7.jpg,0
036_139+36.jpg,2
112_175+7.jpg,2
146_SV-P+49.jpg,2
070_086+95.jpg,2
096_190+28.jpg,2
064_071+25.jpg,1
103_190+28.jpg,2
041_098+1.jpg,2
137_187+6-ball.jpg,1
022_106+8.jpg,2
043_071+24.jpg,2
225_SV-P+49.jpg,2
066_102+14.jpg,2
089_190+28.jpg,2
115_165+37.jpg,0
035_078+45.jpg,2
071_066+23.jpg,0
015_190+28.jpg,2
286_190+28.jpg,2
096_071+25.jpg,0
142_159+69.jpg,1
014_020+61.jpg,1
041_071+40.jpg,2
098_187+6-ball.jpg,2
042_071+25.jpg,2
068_100+5.jpg,2
090_100+5.jpg,1
009_021+46.jpg,2
003_020+33.jpg,2
055_073+42.jpg,2
063_064+9.jpg,1
045_101+22.jpg,2
070_187+6.jpg,2
001_028+43.jpg,1
014_139+36.jpg,0
140_156+75.jpg,1
068_071+39.jpg,1
060_063+2.jpg,1
024_066+29.jpg,2
039_100+5.jpg,2
003_071+24.jpg,2
237_190+28.jpg,2
163_175+7.jpg,1
202_165+37.jpg,0
053_086+94.jpg,2
183_187+6-ball.jpg,2
006_021+19.jpg,2
096_071+24.jpg,0
003_098+1.jpg,2
012_021+53.jpg,1
279_190+28.jpg,2
014_063+2.jpg,2
001_165+37.jpg,2
034_066+23.jpg,2
151_169+87.jpg,1
021_022+18.jpg,1
220_SV-P+49.jpg,2
077_086+94.jpg,2
091_064+21.jpg,2
053_102+14.jpg,2
011_021+19.jpg,1
104_108+34.jpg,1
083_071+24.jpg,0
085_106+8.jpg,2
021_187+6.jpg,2
221_190+28.jpg,2
005_086+95.jpg,0
037_063+2.jpg,2
050_098+1.jpg,2
135_175+7.jpg,1
089_SV-P+49.jpg,2
213_190+28.jpg,2
149_190+28.jpg,2
113_100+5.jpg,0
054_102+14.jpg,0
033_086+94.jpg,2
048_064+21.jpg,2
033_165+37.jpg,2
229_190+28.jpg,2
136_165+37.jpg,2
045_100+5.jpg,2
069_066+30.jpg,0
196_187+6.jpg,1
028_078+45.jpg,0
084_066+29.jpg,0
161_164+82.jpg,1
013_SV-P+49.jpg,1
041_064+9.jpg,2
095_135+77.jpg,1
008_022+26.jpg,2
017_020+32.jpg,1
133_106+8.jpg,0
020_100+5.jpg,2
012_020+33.jpg,1
046_071+24.jpg,2
038_066+13.jpg,2
FIG+49.jpg,1
106_187+6.jpg,2
161_172+51.jpg,1
033_066+30.jpg,2
004_066+23.jpg,2
095_165+37.jpg,2
058_071+25.jpg,2
067_071+24.jpg,1
176_187+6-ball.jpg,1
072_108+34.jpg,2
177_187+6.jpg,1
230_190+28.jpg,2
006_066+30.jpg,2
022_064+9.jpg,2
085_066+30.jpg,0
005_023+47.jpg,2
003_064+21.jpg,2
012_071+40.jpg,2
058_102+14.jpg,2
051_066+29.jpg,2
133_190+28.jpg,2
093_071+24.jpg,0
006_SV-P+49.jpg,2
080_071+24.jpg,0
WAT+68.jpg,1
026_063+2.jpg,2
127_100+5.jpg,0
066_078+45.jpg,2
036_064+9.jpg,2
187_SV-P+49.jpg,2
102_106+8.jpg,1
089_062+31.jpg,0
032_066+23.jpg,2
053_066+23.jpg,1
115_102+14.jpg,0
014_108+34.jpg,2
020_021+62.jpg,1
150_187+6-ball.jpg,1
125_187+6-ball.jpg,2
215_SV-P+49.jpg,2
117_165+37.jpg,2
060_165+37.jpg,2
005_098+1.jpg,2
205_187+6.jpg,0
012_019+15.jpg,1
045_078+45.jpg,2
053_SV-P+49.jpg,1
127_175+7.jpg,1
041_066+13.jpg,0
065_165+37.jpg,0
018_071+39.jpg,2
011_108+34.jpg,2
016_100+5.jpg,2
086_064+21.jpg,1
134_106+8.jpg,0
267_190+28.jpg,2
077_071+24.jpg,0
DAR+36.jpg,1
200_165+37.jpg,0
014_071+39.jpg,2
077_063+2.jpg,0
012_101+22.jpg,2
171_187+6.jpg,1
007_021+46.jpg,0
LIG+27.jpg,1
082_062+31.jpg,1
049_078+44.jpg,0
121_159+69.jpg,1
025_086+95.jpg,2
012_022+18.jpg,1
082_066+29.jpg,0
204_165+37.jpg,0
142_176+90.jpg,1
003_165+37.jpg,0
151_187+6.jpg,1
029_064+21.jpg,2
057_101+22.jpg,2
012_106+8.jpg,2
102_SV-P+49.jpg,2
009_071+25.jpg,2
086_086+95.jpg,1
065_066+29.jpg,1
015_023+47.jpg,1
009_064+9.jpg,2
098_190+28.jpg,2
020_078+45.jpg,2
001_008+11.jpg,2
004_108+34.jpg,2
049_108+34.jpg,2
049_064+21.jpg,2
130_175+7.jpg,1
082_190+28.jpg,0
119_101+22.jpg,0
016_018+16.jpg,1
005_021+4.jpg,2
009_073+42.jpg,2
002_101+22.jpg,2
314_190+28.jpg,2
125_159+69.jpg,1
030_108+34.jpg,2
055_SV-P+49.jpg,0
017_108+34.jpg,2
094_102+14.jpg,1
062_071+24.jpg,1
025_101+22.jpg,2
067_064+21.jpg,0
074_071+24.jpg,0
089_187+6.jpg,2
066_071+40.jpg,1
124_139+36.jpg,1
073_101+22.jpg,2
001_066+30.jpg,2
020_020+3.jpg,1
017_190+28.jpg,2
PSY+49.jpg,1
059_187+6-ball.jpg,0
001_108+34.jpg,2
347_190+28.jpg,2
060_187+6.jpg,2
022_108+34.jpg,2
133_187+6.jpg,2
010_064+21.jpg,2
049_066+30.jpg,2
046_071+39.jpg,2
210_190+28.jpg,2
093_064+21.jpg,0
057_062+31.jpg,1
112_106+8.jpg,0
082_187+6.jpg,2
020_020+59.jpg,1
019_071+40.jpg,2
117_190+28.jpg,0
047_066+13.jpg,2
132_100+5.jpg,1
087_187+6-ball.jpg,0
018_106+8.jpg,2
073_187+6-ball.jpg,0
119_139+36.jpg,1
014_086+94.jpg,2
055_106+8.jpg,2
010_021+4.jpg,1
031_078+45.jpg,2
061_SV-P+49.jpg,2
020_071+24.jpg,2
122_102+14.jpg,0
201_165+37.jpg,0
072_066+29.jpg,2
027_062+31.jpg,2
057_071+39.jpg,2
094_139+36.jpg,2
049_073+42.jpg,2
062_139+36.jpg,2
122_101+22.jpg,0
040_042+10.jpg,1
075_100+5.jpg,2
004_086+94.jpg,2
068_175+7.jpg,2
012_SV-P+49.jpg,0
057_175+7.jpg,2
017_019+15.jpg,1
091_066+30.jpg,1
179_SV-P+49.jpg,1
062_098+1.jpg,2
007_028+43.jpg,1
021_086+95.jpg,2
023_102+14.jpg,2
099_108+34.jpg,2
034_062+31.jpg,2
155_175+7.jpg,1
175_175+7.jpg,1
012_086+95.jpg,2
008_020+33.jpg,2
137_190+28.jpg,2
037_139+36.jpg,2
029_064+9.jpg,2
029_066+13.jpg,2
040_066+13.jpg,2
196_190+28.jpg,2
021_106+8.jpg,2
161_175+7.jpg,1
083_066+29.jpg,0
308_190+28.jpg,2
112_100+5.jpg,0
019_063+2.jpg,2
010_020+3.jpg,1
004_022+18.jpg,2
143_169+87.jpg,1
WAT+84.jpg,1
081_187+6-ball.jpg,0
119_165+37.jpg,2
008_020+3.jpg,0
113_SV-P+49.jpg,1
104_187+6.jpg,0
171_187+6-ball.jpg,1
023_064+21.jpg,2
GRA+70.jpg,1
038_073+42.jpg,0
070_100+5.jpg,2
001_021+46.jpg,2
069_073+42.jpg,1
169_SV-P+49.jpg,2
068_165+37.jpg,2
069_063+2.jpg,0
096_175+7.jpg,2
032_101+22.jpg,2
015_062+31.jpg,2
051_106+8.jpg,2
068_064+21.jpg,1
265_190+28.jpg,2
087_066+23.jpg,0
043_062+31.jpg,2
012_078+45.jpg,2
024_098+1.jpg,2
088_063+2.jpg,0
052_078+45.jpg,2
016_078+45.jpg,0
123_187+6.jpg,2
072_187+6.jpg,2
023_190+28.jpg,2
017_020+3.jpg,1
033_062+31.jpg,2
006_187+6.jpg,2
368_414+63.jpg,1
021_021+4.jpg,1
016_086+95.jpg,2
078_165+37.jpg,2
151_190+28.jpg,2
062_086+95.jpg,0
044_053+70.jpg,1
142_175+7.jpg,1
117_139+36.jpg,1
008_086+94.jpg,2
248_172+51.jpg,2
009_022+20.jpg,1
135_139+36.jpg,1
003_066+23.jpg,2
WAT+35.jpg,1
002_078+44.jpg,2
021_078+44.jpg,2
055_064+9.jpg,1
056_071+24.jpg,2
016_066+30.jpg,2
174_SV-P+49.jpg,0
079_187+6.jpg,2
013_102+14.jpg,2
053_106+8.jpg,2
109_102+14.jpg,0
032_073+42.jpg,2
FIG+36.jpg,1
153_176+90.jpg,1
026_190+28.jpg,2
043_106+8.jpg,2
007_023+48.jpg,2
054_066+13.jpg,1
030_071+24.jpg,2
013_063+2.jpg,2
003_066+30.jpg,2
069_108+34.jpg,2
033_063+2.jpg,2
017_066+13.jpg,0
096_102+14.jpg,1
MET+13.jpg,1
018_175+7.jpg,2
124_175+7.jpg,2
044_100+5.jpg,2
052_062+31.jpg,2
124_101+22.jpg,0
035_071+25.jpg,2
091_SV-P+49.jpg,1
273_190+28.jpg,2
072_100+5.jpg,0
011_078+44.jpg,2
226_190+28.jpg,2
075_064+21.jpg,2
007_071+40.jpg,2
006_066+23.jpg,2
178_187+6.jpg,1
090_066+23.jpg,0
065_098+1.jpg,2
004_071+40.jpg,2
004_007+38.jpg,2
019_078+45.jpg,2
160_190+28.jpg,1
278_190+28.jpg,2
093_108+34.jpg,2
069_064+21.jpg,2
094_071+24.jpg,0
009_139+36.jpg,2
GRA+84.jpg,1
015_066+29.jpg,0
261_190+28.jpg,2
120_106+8.jpg,0
081_066+30.jpg,0
100_190+28.jpg,2
FIR+46.jpg,1
144_187+6-ball.jpg,1
081_SV-P+49.jpg,0
046_108+34.jpg,2
071_108+34.jpg,2
021_071+40.jpg,2
343_190+28.jpg,0
135_165+37.jpg,2
049_062+31.jpg,2
013_101+22.jpg,2
037_066+13.jpg,2
092_064+9.jpg,0
PSY+27.jpg,1
043_100+5.jpg,2
006_021+41.jpg,2
008_190+28.jpg,2
033_102+14.jpg,0
051_086+95.jpg,2
185_187+6.jpg,1
147_164+82.jpg,1
133_SV-P+49.jpg,0
GRA+63.jpg,1
010_165+37.jpg,2
088_102+14.jpg,0
011_023+48.jpg,1
021_187+6-ball.jpg,0
013_073+42.jpg,2
011_175+7.jpg,2
044_187+6-ball.jpg,0
037_108+34.jpg,2
214_190+28.jpg,2
012_100+5.jpg,2
051_078+44.jpg,2
020_071+39.jpg,2
049_086+95.jpg,2
002_020+3.jpg,2
017_023+48.jpg,1
018_022+54.jpg,1
003_018+16.jpg,2
055_062+31.jpg,1
093_100+5.jpg,1
166_187+6-ball.jpg,1
094_190+28.jpg,2
007_021+19.jpg,0
076_098+1.jpg,2
040_106+8.jpg,2
247_190+28.jpg,2
026_028+65.jpg,1
002_066+23.jpg,2
080_106+8.jpg,2
229_187+6.jpg,2
056_071+40.jpg,2
001_139+36.jpg,2
050_064+9.jpg,2
078_071+24.jpg,0
047_165+37.jpg,2
211_187+6.jpg,0
001_020+3.jpg,2
030_063+2.jpg,2
115_101+22.jpg,0
028_108+34.jpg,2
018_021+53.jpg,1
043_175+7.jpg,2
GRA+10.jpg,1
184_SV-P+49.jpg,1
016_SV-P+49.jpg,2
151_168+84.jpg,1
032_066+29.jpg,2
010_078+44.jpg,2
063_071+40.jpg,2
025_187+6-ball.jpg,0
076_066+29.jpg,0
068_071+24.jpg,1
086_101+22.jpg,2
073_187+6.jpg,2
017_187+6.jpg,2
016_187+6.jpg,0
060_062+31.jpg,1
245_190+28.jpg,2
188_165+37.jpg,0
084_175+7.jpg,2
004_098+1.jpg,2
022_071+24.jpg,2
045_187+6.jpg,2
025_066+30.jpg,2
113_187+6.jpg,2
044_078+45.jpg,2
009_086+95.jpg,2
FIR+17.jpg,1
154_187+6.jpg,1
087_187+6.jpg,2
FIG+62.jpg,1
010_022+27.jpg,2
102_190+28.jpg,2
047_066+29.jpg,2
051_066+23.jpg,2
010_018+16.jpg,1
138_175+7.jpg,1
190_187+6.jpg,0
161_165+37.jpg,1
144_157+93.jpg,1
007_165+37.jpg,2
018_100+5.jpg,2
007_062+31.jpg,2
001_066+23.jpg,2
022_190+28.jpg,2
034_071+25.jpg,2
351_190+28.jpg,0
093_106+8.jpg,2
061_066+30.jpg,1
020_021+19.jpg,1
104_175+7.jpg,2
050_066+23.jpg,2
030_071+25.jpg,2
005_007+38.jpg,0
045_064+21.jpg,2
058_064+9.jpg,1
018_187+6.jpg,2
062_066+29.jpg,1
073_062+31.jpg,0
020_030+50.jpg,1
123_101+22.jpg,2
013_064+21.jpg,2
146_190+28.jpg,2
031_100+5.jpg,2
030_073+42.jpg,0
007_086+95.jpg,2
108_187+6-ball.jpg,2
299_190+28.jpg,2
GRA+49.jpg,1
225_190+28.jpg,2
007_190+28.jpg,2
125_165+37.jpg,2
107_SV-P+49.jpg,2
051_062+31.jpg,0
059_108+34.jpg,2
195_165+37.jpg,0
096_101+22.jpg,1
003_187+6.jpg,0
021_165+37.jpg,2
078_078+44.jpg,1
028_190+28.jpg,2
117_100+5.jpg,0
194_187+6.jpg,0
035_064+9.jpg,2
221_SV-P+49.jpg,2
002_023+47.jpg,2
111_100+5.jpg,0
041_100+5.jpg,2
015_018+16.jpg,1
121_165+37.jpg,2
079_064+9.jpg,0
010_102+14.jpg,2
002_098+1.jpg,2
001_101+22.jpg,2
066_071+60.jpg,1
047_100+5.jpg,2
074_108+34.jpg,2
083_165+37.jpg,2
038_071+39.jpg,2
050_100+5.jpg,2
011_064+21.jpg,2
054_175+7.jpg,0
032_062+31.jpg,2
085_086+94.jpg,1
043_098+1.jpg,2
085_100+5.jpg,2
145_SV-P+49.jpg,2
028_066+23.jpg,2
087_139+36.jpg,2
164_187+6-ball.jpg,1
080_062+31.jpg,0
043_139+36.jpg,2
073_064+9.jpg,0
001_063+2.jpg,0
063_066+30.jpg,1
006_071+40.jpg,2
025_175+7.jpg,2
012_022+20.jpg,1
074_187+6.jpg,0
035_066+13.jpg,2
074_086+94.jpg,2
289_190+28.jpg,2
002_021+46.jpg,2
016_066+13.jpg,2
012_022+54.jpg,1
191_187+6.jpg,0
039_165+37.jpg,2
063_108+34.jpg,2
037_064+21.jpg,0
099_190+28.jpg,2
160_187+6.jpg,1
058_086+95.jpg,2
091_066+29.jpg,0
139_190+28.jpg,0
048_101+22.jpg,2
070_062+31.jpg,2
093_187+6.jpg,0
007_106+8.jpg,2
123_100+5.jpg,0
059_064+21.jpg,1
014_023+48.jpg,1
172_187+6.jpg,1
001_073+42.jpg,2
008_023+47.jpg,2
021_071+25.jpg,2
041_078+45.jpg,0
006_021+17.jpg,2
017_086+95.jpg,0
054_078+45.jpg,2
095_187+6.jpg,2
075_098+1.jpg,2
106_108+34.jpg,1
005_022+27.jpg,2
016_064+21.jpg,2
WAT+36.jpg,1
017_102+14.jpg,2
078_071+25.jpg,0
072_063+2.jpg,2
014_023+47.jpg,1
093_102+14.jpg,1
137_165+37.jpg,2
042_101+22.jpg,2
023_064+9.jpg,2
263_190+28.jpg,2
070_078+44.jpg,1
037_190+28.jpg,2
232_190+28.jpg,2
025_066+13.jpg,2
033_066+23.jpg,0
045_139+36.jpg,2
041_102+14.jpg,2
137_175+7.jpg,1
353_190+28.jpg,0
017_062+31.jpg,2
014_066+23.jpg,2
138_139+36.jpg,1
008_008+11.jpg,2
219_187+6.jpg,0
010_086+94.jpg,2
167_165+37.jpg,0
008_071+39.jpg,2
002_071+24.jpg,2
307_190+28.jpg,2
056_066+30.jpg,2
065_064+9.jpg,2
114_SV-P+49.jpg,1
033_073+42.jpg,2
075_101+22.jpg,2
055_101+22.jpg,2
017_SV-P+49.jpg,2
146_164+82.jpg,1
015_073+42.jpg,2
015_078+44.jpg,2
020_021+46.jpg,1
063_175+7.jpg,2
375_414+63.jpg,1
062_066+30.jpg,1
003_023+48.jpg,2
158_165+37.jpg,1
174_175+7.jpg,1
028_SV-P+49.jpg,2
103_106+8.jpg,1
332_190+28.jpg,0
149_S-P+52.jpg,1
058_086+94.jpg,2
026_064+9.jpg,2
076_102+14.jpg,2
046_101+22.jpg,2
065_063+2.jpg,0
164_SV-P+49.jpg,0
071_078+44.jpg,1
054_071+39.jpg,2
050_053+70.jpg,1
141_187+6-ball.jpg,1
002_064+21.jpg,2
073_190+28.jpg,2
009_100+5.jpg,2
182_SV-P+49.jpg,1
002_071+25.jpg,2
014_022+27.jpg,1
034_073+42.jpg,2
073_108+34.jpg,0
017_071+25.jpg,2
015_071+40.jpg,0
171_SV-P+49.jpg,2
015_021+46.jpg,1
065_086+94.jpg,2
022_066+23.jpg,2
087_101+22.jpg,2
120_100+5.jpg,1
081_086+94.jpg,1
014_021+46.jpg,1
040_066+29.jpg,2
PSY+33.jpg,1
050_078+44.jpg,0
080_064+9.jpg,2
105_175+7.jpg,2
106_102+14.jpg,0
023_175+7.jpg,2
166_190+28.jpg,1
135_108+34.jpg,0
038_139+36.jpg,2
PSY+10.jpg,1
167_175+7.jpg,1
052_066+30.jpg,2
002_021+4.jpg,2
131_106+8.jpg,2
092_066+23.jpg,0
074_102+14.jpg,0
059_066+30.jpg,1
047_078+45.jpg,2
065_066+23.jpg,1
345_190+28.jpg,0
018_139+36.jpg,2
268_190+28.jpg,2
031_071+39.jpg,2
061_102+14.jpg,2
022_187+6.jpg,0
032_165+37.jpg,2
022_071+25.jpg,0
101_165+37.jpg,2
009_106+8.jpg,2
109_101+22.jpg,2
001_062+31.jpg,2
076_063+2.jpg,0
069_071+24.jpg,1
218_187+6.jpg,0
067_066+30.jpg,0
WAT+13.jpg,1
091_187+6.jpg,0
093_139+36.jpg,2
157_164+82.jpg,1
002_042+10.jpg,2
071_066+29.jpg,0
072_078+45.jpg,1
062_102+14.jpg,2
038_086+94.jpg,2
026_086+94.jpg,2
DAR+10.jpg,1
088_175+7.jpg,2
078_078+45.jpg,1
060_086+95.jpg,2
093_SV-P+49.jpg,1
FIR+63.jpg,1
009_101+22.jpg,2
047_071+40.jpg,2
017_078+45.jpg,2
027_064+21.jpg,2
133_108+34.jpg,2
177_165+37.jpg,0
018_022+18.jpg,1
113_165+37.jpg,2
379_414+63.jpg,1
214_SV-P+49.jpg,1
002_175+7.jpg,2
175_SV-P+49.jpg,2
009_018+16.jpg,1
054_190+28.jpg,0
079_064+21.jpg,0
045_190+28.jpg,2
074_190+28.jpg,2
WAT+70.jpg,1
008_042+10.jpg,1
027_066+13.jpg,2
097_102+14.jpg,1
025_078+45.jpg,2
131_175+7.jpg,1
129_187+6.jpg,2
154_190+28.jpg,0
054_071+25.jpg,2
042_078+44.jpg,2
133_157+79.jpg,1
080_139+36.jpg,2
041_053+70.jpg,1
168_165+37.jpg,0
001_021+17.jpg,2
104_SV-P+49.jpg,1
FIR+35.jpg,1
007_187+6-ball.jpg,2
052_071+40.jpg,2
027_086+94.jpg,2
020_021+4.jpg,1
114_100+5.jpg,0
016_021+4.jpg,1
078_106+8.jpg,2
005_066+13.jpg,2
006_071+39.jpg,2
024_175+7.jpg,2
009_175+7.jpg,2
018_020+58.jpg,1
088_SV-P+49.jpg,2
165_175+7.jpg,1
177_184+85.jpg,1
003_021+4.jpg,2
160_164+82.jpg,1
016_062+31.jpg,2
026_106+8.jpg,0
053_064+21.jpg,2
090_165+37.jpg,2
010_022+26.jpg,0
